ScientificName,Ocean,latitude,longitude,DepthInMeters,ObservationYear,IndividualCount,CategoricalAbundance,Density,Condition,Temperature,Salinity,pH,pHscale
Aphrocallistes,North Pacific,33.84961,-119.99624,70,2015,3.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84999,-119.99524,71,2015,2.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.97858,-119.39905,409,2015,1.0,present,,Live,8.3,34.3,,
Aphrocallistes,North Pacific,33.84986,-119.99558,71,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.86857,-119.91037,152,2015,1.0,present,,Live,9.8,34.0,,
Aphrocallistes,North Pacific,33.87305,-119.91237,147,2015,1.0,present,,Live,9.8,34.0,,
Aphrocallistes,North Pacific,33.85052,-119.9936,78,2015,1.0,present,,Damaged,10.6,33.6,,
Aphrocallistes,North Pacific,33.85025,-119.99391,77,2015,1.0,present,,Live,10.6,33.6,,
Aphrocallistes,North Pacific,33.85784,-119.98612,70,2015,1.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.97962,-119.41226,294,2015,1.0,present,,Live,9.5,34.3,,
Aphrocallistes,North Pacific,33.84994,-119.99536,70,2015,2.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85764,-119.9892,66,2015,1.0,present,,Live,,,,
Aphrocallistes,North Pacific,33.8571,-119.98954,68,2015,1.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.88637,-119.97144,56,2015,2.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.84977,-119.99589,68,2015,1.0,present,,Damaged,10.7,33.6,,
Aphrocallistes,North Pacific,33.85809,-119.98574,66,2015,1.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.84998,-119.99526,71,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84987,-119.99557,70,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84999,-119.99522,71,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.86519,-119.90896,151,2015,1.0,present,,Live,9.9,34.0,,
Aphrocallistes,North Pacific,33.85706,-119.98954,66,2015,1.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.85004,-119.99482,72,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85799,-119.9858,68,2015,2.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.85592,-119.9899,74,2015,1.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.85696,-119.98961,65,2015,2.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.85002,-119.99506,70,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85003,-119.99471,74,2015,2.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84985,-119.99558,69,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84997,-119.99531,71,2015,6.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84983,-119.99559,69,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85009,-119.99436,76,2015,1.0,present,,Live,10.6,33.6,,
Aphrocallistes,North Pacific,33.84979,-119.99584,68,2015,2.0,present,,Damaged,10.7,33.6,,
Aphrocallistes,North Pacific,33.8567,-119.98965,70,2015,2.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.85696,-119.98961,65,2015,1.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.84974,-119.99604,69,2015,3.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.87674,-119.94071,88,2015,1.0,present,,Live,10.2,33.8,,
Aphrocallistes,North Pacific,33.85004,-119.99483,73,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.84971,-119.99612,69,2015,2.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.87245,-119.91176,148,2015,1.0,present,,Live,9.8,34.0,,
Aphrocallistes,North Pacific,33.85799,-119.9858,68,2015,2.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.85818,-119.98572,66,2015,1.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.84988,-119.99554,69,2015,2.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85704,-119.98956,65,2015,1.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.85,-119.99519,71,2015,2.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85789,-119.986,69,2015,1.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.85699,-119.98959,64,2015,1.0,present,,Live,10.5,33.7,,
Aphrocallistes,North Pacific,33.85828,-119.98573,68,2015,1.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.85804,-119.98579,68,2015,1.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.84993,-119.99539,70,2015,1.0,present,,Live,10.7,33.6,,
Aphrocallistes,North Pacific,33.85815,-119.98572,67,2015,2.0,present,,Live,10.4,33.7,,
Aphrocallistes,North Pacific,33.84988,-119.99554,69,2015,1.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.88832,-119.96974,58,2015,1.0,present,,Live,10.4,33.7,,
Coenocyathus bowersi,North Pacific,33.87316,-119.99037,63,2015,1.0,present,,Live,,,,
Coenocyathus bowersi,North Pacific,33.85007,-119.9945,74,2015,1.0,present,,Live,10.6,33.6,,
Coenocyathus bowersi,North Pacific,33.85008,-119.9944,75,2015,2.0,present,,Live,10.6,33.6,,
Coenocyathus bowersi,North Pacific,33.87813,-119.94133,82,2015,1.0,present,,Live,10.3,33.8,,
Coenocyathus bowersi,North Pacific,33.85005,-119.99477,73,2015,5.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.84984,-119.99567,69,2015,1.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.87837,-119.94294,77,2015,1.0,present,,Live,10.3,33.8,,
Coenocyathus bowersi,North Pacific,33.87817,-119.94187,78,2015,2.0,present,,Live,10.3,33.8,,
Coenocyathus bowersi,North Pacific,33.85004,-119.99486,73,2015,2.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.8883,-119.96976,58,2015,1.0,present,,Live,10.4,33.7,,
Coenocyathus bowersi,North Pacific,33.85695,-119.98962,65,2015,4.0,present,,Live,10.5,33.7,,
Coenocyathus bowersi,North Pacific,33.84992,-119.99544,70,2015,2.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.84989,-119.99549,70,2015,2.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.85004,-119.99485,72,2015,2.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.85009,-119.99418,77,2015,4.0,present,,Live,10.6,33.6,,
Coenocyathus bowersi,North Pacific,33.85004,-119.99474,73,2015,1.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.87817,-119.94185,78,2015,1.0,present,,Live,10.3,33.8,,
Coenocyathus bowersi,North Pacific,33.87812,-119.94141,79,2015,1.0,present,,Live,10.3,33.8,,
Coenocyathus bowersi,North Pacific,33.85696,-119.98961,65,2015,1.0,present,,Live,10.5,33.7,,
Coenocyathus bowersi,North Pacific,33.84984,-119.99571,69,2015,2.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.8498,-119.99577,68,2015,1.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.84984,-119.99569,69,2015,8.0,present,,Live,10.7,33.6,,
Coenocyathus bowersi,North Pacific,33.85004,-119.9948,73,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87459,-119.99522,62,2015,12.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.84999,-119.99523,71,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87806,-119.94115,83,2015,2.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.84983,-119.99562,70,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87468,-119.99538,61,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.88565,-119.97194,62,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.88637,-119.97144,56,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.8745,-119.99456,55,2015,3.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.87449,-119.9946,54,2015,1.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.87813,-119.94163,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85494,-119.99042,78,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.88569,-119.97191,61,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87811,-119.94148,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.88798,-119.97004,60,2015,5.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.8784,-119.94289,79,2015,3.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.88804,-119.97,60,2015,2.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.88636,-119.97145,56,2015,2.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85297,-119.99184,80,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87814,-119.94168,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87468,-119.99538,61,2015,3.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.87738,-119.94057,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.97921,-119.40807,300,2015,1.0,present,,Live,9.6,34.2,,
Demospongiae,North Pacific,33.87371,-119.99202,61,2015,1.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.87849,-119.94355,78,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.97809,-119.39729,443,2015,1.0,present,,Live,8.1,34.3,,
Demospongiae,North Pacific,33.85763,-119.98924,67,2015,2.0,present,,Live,,,,
Demospongiae,North Pacific,33.87811,-119.94153,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85764,-119.98924,67,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.87833,-119.94319,77,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87816,-119.94175,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87589,-120.00095,61,2015,2.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.97857,-119.39927,404,2015,2.0,present,,Live,8.3,34.3,,
Demospongiae,North Pacific,33.88631,-119.97148,56,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85757,-119.98914,67,2015,2.0,present,,Live,,,,
Demospongiae,North Pacific,33.87817,-119.94187,78,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.97899,-119.39995,402,2015,1.0,present,,Live,8.2,34.3,,
Demospongiae,North Pacific,33.84984,-119.99567,69,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87431,-119.99403,58,2015,2.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.85693,-119.98967,65,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.8575,-119.98853,70,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.87849,-119.94355,78,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87815,-119.94171,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.97799,-119.39691,448,2015,2.0,present,,Live,8.1,34.3,,
Demospongiae,North Pacific,33.97882,-119.39956,403,2015,1.0,present,,Live,8.3,34.3,,
Demospongiae,North Pacific,33.87315,-119.99087,62,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.88657,-119.97121,55,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87584,-119.99853,61,2015,4.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.8889,-119.96912,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.8745,-119.99458,55,2015,2.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.88637,-119.97143,55,2015,3.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85009,-119.9942,77,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87452,-119.99502,61,2015,1.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.85629,-119.98975,75,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.88923,-119.96889,59,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85038,-119.99374,76,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.88839,-119.96965,59,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87723,-119.94062,82,2015,2.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.87832,-119.9434,78,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85052,-119.9936,78,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87464,-119.9953,61,2015,1.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.87467,-119.99536,62,2015,8.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.87318,-119.99111,60,2015,2.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.85492,-119.99042,76,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.87833,-119.9422,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87471,-119.99542,62,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.97806,-119.39724,445,2015,1.0,present,,Live,8.1,34.3,,
Demospongiae,North Pacific,33.84987,-119.99557,70,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.84972,-119.99609,69,2015,3.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.88799,-119.97003,60,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85684,-119.98969,66,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.97858,-119.39912,407,2015,1.0,present,,Live,8.3,34.3,,
Demospongiae,North Pacific,33.87793,-119.94083,85,2015,1.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.87832,-119.94345,78,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.84977,-119.99593,68,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87362,-119.99185,61,2015,1.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.85535,-119.9902,77,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.88847,-119.96956,59,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87525,-119.99695,63,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.87805,-119.941,84,2015,1.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.87846,-119.94353,77,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87805,-119.94111,84,2015,1.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.85815,-119.98572,67,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.88485,-119.97259,64,2015,4.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87513,-119.99608,63,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.85241,-119.99214,81,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.8768,-119.94068,88,2015,1.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.8501,-119.99426,76,2015,2.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87303,-119.98996,63,2015,2.0,present,,Live,10.8,33.5,,
Demospongiae,North Pacific,33.97858,-119.39805,430,2015,1.0,present,,Live,8.2,34.3,,
Demospongiae,North Pacific,33.8889,-119.96912,58,2015,2.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.84998,-119.99526,71,2015,2.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.88913,-119.96894,58,2015,10.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.97919,-119.40039,401,2015,1.0,present,,Live,8.2,34.3,,
Demospongiae,North Pacific,33.85731,-119.98956,69,2015,2.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.97919,-119.40043,400,2015,1.0,present,,Live,8.2,34.3,,
Demospongiae,North Pacific,33.85201,-119.99258,80,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87815,-119.94171,80,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.88585,-119.97179,60,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.84983,-119.99559,69,2015,3.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.85001,-119.99516,72,2015,2.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.85761,-119.98928,68,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.88,-119.94447,83,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87752,-119.9406,81,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85666,-119.98965,71,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.89049,-119.96795,64,2015,6.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85761,-119.98928,68,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.85762,-119.98926,67,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.84987,-119.99557,70,2015,2.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.88837,-119.96967,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87588,-120.0012,62,2015,2.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.87828,-119.94309,76,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85687,-119.9897,66,2015,3.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.85765,-119.98921,67,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.97926,-119.40205,392,2015,1.0,present,,Live,8.6,34.3,,
Demospongiae,North Pacific,33.85005,-119.99477,73,2015,3.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.85227,-119.99227,80,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87842,-119.94349,77,2015,3.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.84992,-119.99544,70,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87844,-119.94351,78,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85008,-119.99446,76,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.88866,-119.96936,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87851,-119.94277,82,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87666,-119.94074,88,2015,2.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.88887,-119.96915,58,2015,3.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.873,-119.98989,66,2015,3.0,present,,Live,10.8,33.5,,
Demospongiae,North Pacific,33.85241,-119.99214,81,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.97858,-119.39802,433,2015,1.0,present,,Live,8.2,34.3,,
Demospongiae,North Pacific,33.84993,-119.99539,70,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87812,-119.94144,80,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85009,-119.9942,77,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87812,-119.94145,80,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.88568,-119.97192,61,2015,2.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87866,-119.94376,81,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87589,-120.00108,61,2015,2.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.84971,-119.99612,69,2015,2.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.88581,-119.97181,59,2015,2.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87716,-119.94061,83,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.97798,-119.39687,449,2015,1.0,present,,Live,8.1,34.3,,
Demospongiae,North Pacific,33.87814,-119.94168,80,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.84983,-119.9956,70,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.85751,-119.98931,68,2015,2.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.88621,-119.97153,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.97858,-119.39928,404,2015,1.0,present,,Live,8.3,34.3,,
Demospongiae,North Pacific,33.87752,-119.9406,81,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.86824,-119.91026,152,2015,1.0,present,,Live,9.8,34.0,,
Demospongiae,North Pacific,33.88829,-119.96977,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87431,-119.99403,58,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.87846,-119.94353,77,2015,3.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.88833,-119.96972,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.84988,-119.99554,69,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.84973,-119.99608,69,2015,3.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.97926,-119.40205,392,2015,1.0,present,,Live,8.6,34.3,,
Demospongiae,North Pacific,33.84973,-119.99606,69,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.85765,-119.98922,67,2015,3.0,present,,Live,,,,
Demospongiae,North Pacific,33.8559,-119.9899,76,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.88657,-119.97119,55,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85489,-119.99043,78,2015,4.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.85009,-119.99423,76,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87801,-119.94093,85,2015,1.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.84977,-119.99589,68,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.88662,-119.97108,57,2015,3.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.8885,-119.96954,59,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.97933,-119.40702,318,2015,1.0,present,,Live,9.2,34.3,,
Demospongiae,North Pacific,33.97917,-119.40951,287,2015,1.0,present,,Live,9.6,34.3,,
Demospongiae,North Pacific,33.85753,-119.98837,71,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.85009,-119.99436,76,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87401,-119.99338,56,2015,1.0,present,,Live,11.0,33.5,,
Demospongiae,North Pacific,33.8501,-119.9943,76,2015,2.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.84983,-119.99572,68,2015,1.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.97926,-119.40792,304,2015,1.0,present,,Live,9.5,34.3,,
Demospongiae,North Pacific,33.88001,-119.94445,83,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.8571,-119.98954,68,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.97914,-119.4037,358,2015,1.0,present,,Live,8.8,34.3,,
Demospongiae,North Pacific,33.87842,-119.9435,77,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85597,-119.9899,74,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.87584,-120.0017,62,2015,2.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.97932,-119.40523,342,2015,1.0,present,,Live,8.8,34.3,,
Demospongiae,North Pacific,33.85683,-119.98968,66,2015,1.0,present,,Live,10.5,33.7,,
Demospongiae,North Pacific,33.87512,-119.99603,63,2015,1.0,present,,Live,10.9,33.5,,
Demospongiae,North Pacific,33.87299,-119.98987,66,2015,1.0,present,,Live,10.8,33.5,,
Demospongiae,North Pacific,33.87836,-119.94244,82,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.97822,-119.39758,436,2015,1.0,present,,Live,8.2,34.3,,
Demospongiae,North Pacific,33.87728,-119.94063,82,2015,2.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.85809,-119.98574,66,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.85813,-119.98573,67,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87837,-119.94248,82,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85754,-119.98826,72,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.87288,-119.98946,68,2015,1.0,present,,Live,10.8,33.6,,
Demospongiae,North Pacific,33.87831,-119.94304,76,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.87812,-119.94135,82,2015,1.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.88889,-119.96913,58,2015,1.0,present,,Live,10.4,33.7,,
Demospongiae,North Pacific,33.87299,-119.98985,68,2015,1.0,present,,Live,10.8,33.5,,
Demospongiae,North Pacific,33.85021,-119.99398,78,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.85754,-119.98826,72,2015,1.0,present,,Live,,,,
Demospongiae,North Pacific,33.84983,-119.99573,69,2015,2.0,present,,Live,10.7,33.6,,
Demospongiae,North Pacific,33.87886,-119.94419,81,2015,2.0,present,,Live,10.3,33.8,,
Demospongiae,North Pacific,33.85009,-119.99423,76,2015,2.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.87726,-119.94064,82,2015,1.0,present,,Live,10.2,33.8,,
Demospongiae,North Pacific,33.85168,-119.99292,81,2015,1.0,present,,Live,10.6,33.6,,
Demospongiae,North Pacific,33.8783,-119.94307,76,2015,2.0,present,,Live,10.3,33.8,,
Desmophyllum,North Pacific,33.97902,-119.40976,285,2015,2.0,present,,Live,9.5,34.3,,
Eugorgia rubens,North Pacific,33.84894,-119.9965,83,2015,2.0,present,,Live,10.6,33.6,,
Eugorgia rubens,North Pacific,33.85246,-119.99209,81,2015,1.0,present,,Live,10.6,33.6,,
Eugorgia rubens,North Pacific,33.87616,-120.00681,61,2015,1.0,present,,Live,11.0,33.5,,
Eugorgia rubens,North Pacific,33.85478,-119.99052,79,2015,1.0,present,,Live,10.5,33.7,,
